10LS	0x1CE95AF0
J_NUM20	0xD7CBD362
J_NUM21	0xA0CCE3F4
J_NUM_4	0x00F50291
J_NUM_5	0x77F23207
J_NUM_6	0xEEFB63BD
J_NUM_7	0x99FC532B
J_NUM_8	0x09434EBA
J_NUM_9	0x7E447E2C
J_PWIN1	0x51969CBA
J_PWIN2	0xC89FCD00
J_PWIN3	0xBF98FD96
J_REG_1	0x88015ED4
J_REG_2	0x11080F6E
J_THX_1	0xE25197E4
J_THX_2	0x7B58C65E
J_WINS1	0xA9531A9F
J_WINS2	0x305A4B25
J_WINS3	0x475D7BB3
KACC	0xD77714C4
KART	0x077DB213
KATANA	0x1427B985
KICK	0xD7BFCD4E
KICK1_1	0x16DA6905
KICK1_2	0x8FD338BF
KICK1_6	0x88BEFCA6
KICK1_7	0xFFB9CC30
KICK1_8	0x6F06D1A1
KICK1_9	0x1801E137
KICK1_T	0x2B02FCD2
KICKSTA	0xEE78DEBC
KICKTM	0x5D95AE44
KICKTM2	0xB93B41A7
KICK_10	0xD8EAF990
KICK_11	0xAFEDC906
KICK_12	0x36E498BC
KICK_13	0x41E3A82A
KICK_14	0xDF873D89
KICK_15	0xA8800D1F
KICK_16	0x31895CA5
KICK_17	0x468E6C33
KICK_18	0xD63171A2
KICK_19	0xA1364134
KICK_20	0xF3C7AA53
KICK_21	0x84C09AC5
KICK_22	0x1DC9CB7F
KICK_23	0x6ACEFBE9
KICK_24	0xF4AA6E4A
KICK_25	0x83AD5EDC
KICK_26	0x1AA40F66
KICK_27	0x6DA33FF0
KICK_28	0xFD1C2261
KILLPA	0x6D6321B8
KILLS	0x27CC02EE
KINC	0x6CCA3B31
KINC1	0x006CCA3B
KINC2	0x99659B81
KNIFE	0xB2EBA567
KPAD1	0x696003D4
KUNG_1	0xB9B211A2
KUNG_2	0x20BB4018
KUNG_3	0x57BC708E
KUNG_4	0xC9D8E52D
KUNG_5	0xBEDFD5BB
KUNG_6	0x27D68401
KUNG_7	0x50D1B497
KUNG_8	0xC06EA906
K_BALLA	0xFC4B8AFA
L3_HELI	0xA2A8D451
LA	0xE3319C0F
LA1FIN1	0x476DA46C
LA1FIN2	0xDE64F5D6
LA1_15	0xECADD06A
LA1_16	0x75A481D0
LA1_29	0xCE36CF82
LA1_30	0xAEF14667
LA1_31	0xD9F676F1
LA1_32	0x40FF274B
LA1_33	0x37F817DD
LA1_34	0xA99C827E
LA1_35	0xDE9BB2E8
LA1_36	0x4792E352
LA1_37	0x3095D3C4
LA1_38	0xA02ACE55
LA1_4	0xBE48B87B
LA1_8	0xB7FEF450
LA1_9	0xC0F9C4C6
LACRAK	0xBDC10EE3
LACS1	0x35E2BFC6
LAF1_1	0xA41F2C55
LAF1_17	0xA3181F58
LAF1_2	0x3D167DEF
LAF1_20	0x1651D938
LAF1_21	0x6156E9AE
LAF1_3	0x4A114D79
LAF1_38	0x0191604B
LAF1_4	0xD475D8DA
LAF1_40	0x400B7EBE
LAF1_5	0xA372E84C
LAF1_50	0x59104FFF
LAF1_51	0x2E177F69
LAF1_6	0x3A7BB9F6
LAF1_69	0x0BE1A498
LAF1_7	0x4D7C8960
LAF1_70	0x6B262D7D
LAF1_71	0x1C211DEB
LAF1_72	0x85284C51
LAF1_95	0x85CFF47C
LAHS1A	0xA4E8733D
LAHS1B	0x3DE12287
LAHS2A	0x8FC520FE
LAHS2B	0x16CC7144
LAHSB1	0xF0FF2834
LAHSB2	0x69F6798E
LAHSB3	0x1EF14918
LAHSB4	0x8095DCBB
LAHSS6	0x3D429E87
LAIR	0xDAFFE405
LANDSTK	0x87AA5FA6
LAPMTB	0xA67E4C6F
LAPMTB2	0x157C5305
LAPTIM0	0x450506D0
LAPTIME	0x656A8363
LARGWIN	0xB800BA84
LARMLW	0xE3B1F856
LARMTP	0xFFCEF5AC
LASTRIP	0x3B0894CD
LAUNCH	0x76B06F8C
LBACK	0xDEC14E35
LCHEST	0xFC951251
LDM	0xE546E565
LDOC	0xE0DEA19A
LDS	0x1F49D806
LDT	0x812D4DA5
LEAFY	0xCDD8F381
LEARJET	0x263F3438
LEATHA	0xD7D24E4D
LEATHB	0x4EDB1FF7
LEFTC	0x4D016CAD
LEGS	0x347251C1
LETTER	0x8105D673
LEVIATH	0x386A3F8A
LFL	0xA077B771
LGDAE	0x3A5A3369
LGDAFF	0x80C634A9
LGDARF	0xAE68E3FC
LGDARV	0xB3DFF398
LGDAS	0xCE8E8638
LGDASI	0x27CCCF2C
LGDCE	0x086C51EB
LGDCFF	0x8342E0C7
LGDCRF	0xADEC3792
LGDCRV	0xB05B27F6
LGDCS	0xFCB8E4BA
LGDCSI	0x24481B42
LG_01	0x4B65826A
LG_02	0xD26CD3D0
LG_03	0xA56BE346
LG_04	0x3B0F76E5
LG_05	0x4C084673
LG_06	0xD50117C9
LG_07	0xA206275F
LG_08	0x32B93ACE
LG_09	0x45BE0A58
LG_10	0x257983BD
LG_11	0x527EB32B
LG_12	0xCB77E291
LG_13	0xBC70D207
LG_14	0x221447A4
LG_15	0x55137732
LG_16	0xCC1A2688
LG_17	0xBB1D161E
LG_18	0x2BA20B8F
LG_19	0x5CA53B19
LG_20	0x0E54D07E
LG_21	0x7953E0E8
LG_22	0xE05AB152
LG_23	0x975D81C4
LG_24	0x09391467
LG_25	0x7E3E24F1
LG_26	0xE737754B
LG_27	0x903045DD
LG_28	0x008F584C
LG_29	0x778868DA
LG_30	0x174FE13F
LG_31	0x6048D1A9
LG_32	0xF9418013
LG_33	0x8E46B085
LG_34	0x10222526
LG_35	0x672515B0
LG_36	0xFE2C440A
LG_37	0x892B749C
LG_38	0x1994690D
LG_39	0x6E93599B
LG_40	0x580E77F8
LG_41	0x2F09476E
LG_42	0xB60016D4
LG_43	0xC1072642
LG_44	0x5F63B3E1
LG_45	0x28648377
LG_46	0xB16DD2CD
LG_47	0xC66AE25B
LG_48	0x56D5FFCA
LG_49	0x21D2CF5C
LG_50	0x411546B9
LG_51	0x3612762F
LG_52	0xAF1B2795
LG_53	0xD81C1703
LG_54	0x467882A0
LG_55	0x317FB236
LG_56	0xA876E38C
LG_57	0xDF71D31A
LG_58	0x4FCECE8B
LG_59	0x38C9FE1D
LG_60	0x6A38157A
LG_61	0x1D3F25EC
LG_62	0x84367456
LG_63	0xF33144C0
LG_64	0x6D55D163
LG_65	0x1A52E1F5
LG_66	0x835BB04F
LG_67	0xF45C80D9
LIND	0x6F79962B
LINDEN	0x737673B6
LINERUN	0xBBF61557
LMEX	0x9F85BB73
LOADCAR	0x700844A3
LOADCOL	0x1484544E
LOAD_01	0x87AB66E2
LOAD_02	0x1EA23758
LOAD_03	0x69A507CE
LOAD_04	0xF7C1926D
LOC1_AA	0xC7AB5CA7
LOC1_AB	0x5EA20D1D
LOC1_AC	0x29A53D8B
LOC1_AD	0xB7C1A828
LOC1_AE	0xC0C698BE
LOC1_AF	0x59CFC904
LOC1_AG	0x2EC8F992
LOC1_AH	0xBE77E403
LOC1_AJ	0x5079852F
LOC1_AK	0x277EB5B9
LOC1_AL	0xB91A201A
LOC1_AM	0xCE1D108C
LOC1_AN	0x57144136
LOC1_AO	0x201371A0
LOC1_AP	0xAD1B7C55
LOC1_AQ	0xDA1C4CC3
LOC1_AR	0x43151D79
LOC1_AS	0x34122DEF
LOC1_AT	0xAA76B84C
LOC1_AU	0xDD7188DA
LOC1_AV	0x4478D960
LOC1_BA	0xEC860F64
LOC1_BB	0x758F5EDE
LOC1_BC	0x02886E48
LOC1_BD	0x9CECFBEB
LOC1_BE	0xEBEBCB7D
LOC1_BF	0x72E29AC7
LOC1_BG	0x05E5AA51
LOC1_BH	0x955AB7C0
LOC1_BJ	0x7B54D6EC
LOC1_BK	0x0C53E67A
LOC1_BL	0x923773D9
LOC1_BM	0xE530434F
LOC1_BN	0x7C3912F5
LOC1_BO	0x0B3E2263
LOC1_BP	0x86362F96
LOC1_BQ	0xF1311F00
LOC1_BR	0x68384EBA
LOC1_BS	0x1F3F7E2C
LOC1_BT	0x815BEB8F
LOC1_BU	0xF65CDB19
LOC1_BV	0x6F558AA3
LOC1_CA	0xF59D3E25
LOC1_CB	0x6C946F9F
LOC1_CC	0x1B935F09
LOC1_CD	0x85F7CAAA
LOC1_CE	0xF2F0FA3C
LOC1_CF	0x6BF9AB86
LOC1_CG	0x1CFE9B10
LOC1_CH	0x8C418681
LOC1_CJ	0x624FE7AD
LOC1_CK	0x1548D73B
LOC1_CL	0x8B2C4298
LOC1_CM	0xFC2B720E
LOC1_CN	0x652223B4
LOC1_CO	0x12251322
LOC1_CP	0x9F2D1ED7
LOC1_CQ	0xE82A2E41
LOC1_CR	0x71237FFB
LOC1_CS	0x06244F6D
LOC1_CT	0x9840DACE
LOC1_CU	0xEF47EA58
LOC1_CV	0x764EBBE2
LOC1_YA	0x45B0C4FE
LOC1_YO	0xA208E9F9
LOC1_YP	0x2F00E40C
LOC1_YQ	0x5807D49A
LOC1_YR	0xC10E8520
LOC1_YS	0xB609B5B6
LOC1_YT	0x286D2015
LOC1_ZT	0x034073D6
LOC1_ZU	0x74474340
LOC1_ZV	0xED4E12FA
LOC1_ZW	0x9A49226C
LOC2_AA	0xD51EF349
LOC2_AB	0x4C17A2F3
LOC2_AC	0x3B109265
LOC2_BA	0xFE33A08A
LOC2_BB	0x673AF130
LOC2_CA	0xE72891CB
LOC2_CB	0x7E21C071
LOC2_CC	0x0926F0E7
LOC2_DC	0x46676620
LOC3_AA	0x6DA2942C
LOC3_BA	0x468FC7EF
LOC3_BB	0xDF869655
LOC3_BC	0xA881A6C3
LOC3_BD	0x36E53360
LOC3_BE	0x41E203F6
LOC3_CA	0x5F94F6AE
LOC3_CB	0xC69DA714
LOC3_DA	0x10D56069
LOC3_DB	0x89DC31D3
LOC3_DC	0xFEDB0145
LOC3_DD	0x60BF94E6
LOC3_EA	0x09CE5128
LOC3_EB	0x90C70092
LOC3_EC	0xE7C03004
LOC3_ED	0x79A4A5A7
LOC3_EE	0x0EA39531
LOC3_EF	0x97AAC48B
LOC3_EG	0xE0ADF41D
LOC3_EH	0x7012E98C
LOC3_EJ	0x9E1C88A0
LOC3_EK	0xE91BB836
LOC3_EL	0x777F2D95
LOC3_EM	0x00781D03
LOC3_EN	0x99714CB9
LOC3_EO	0xEE767C2F
LOC3_FA	0x22E302EB
LOC3_FB	0xBBEA5351
LOC3_FC	0xCCED63C7
LOC3_FD	0x5289F664
LOC3_FE	0x258EC6F2
LOC3_FF	0xBC879748
LOC3_GA	0x3BF833AA
LOC3_GB	0xA2F16210
LOC3_GC	0xD5F65286
LOC3_GD	0x4B92C725
LOC3_HA	0xBC602F65
LOC3_HB	0x25697EDF
LOC3_JA	0x8E564DE7
LOC3_JB	0x175F1C5D
LOC4_AA	0xF075AC95
LOC4_AB	0x697CFD2F
LOC4_AC	0x1E7BCDB9
LOC4_AD	0x801F581A
LOC4_AE	0xF718688C
LOC4_AF	0x6E113936
LOC4_AG	0x191609A0
LOC4_AH	0x89A91431
LOC4_BA	0xDB58FF56
LOC4_BB	0x4251AEEC
LOC4_BC	0x35569E7A
LOC4_BD	0xAB320BD9
LOC4_BE	0xDC353B4F
LOC4_BF	0x453C6AF5
LOC4_BG	0x323B5A63
LOC4_CA	0xC243CE17
LOC4_CB	0x5B4A9FAD
LOC4_CC	0x2C4DAF3B
LOCX_AA	0x8185E42E
LOCX_AB	0x188CB594
LOCX_AC	0x6F8B8502
LOSE	0xE39FB613
LOSE2	0x4C8A8FE8
LOSER	0x0138EEB0
LOT	0x62D9946E
LOVETS1	0xAF529D90
LOWR	0x0420F6D0
LOWR1	0xD709F218
LOWR2	0x4E00A3A2
LOWR3	0x39079334
LOWR_AA	0x7B583508
LOWR_AB	0xE25164B2
LOWR_AC	0x95565424
LOWR_AD	0x0B32C187
LOWR_AE	0x7C35F111
LOWR_AF	0xE53CA0AB
LOWR_AG	0x923B903D
LOWR_AH	0x02848DAC
LOWR_AJ	0xEC8AEC80
LOWR_AK	0x9B8DDC16
LOWR_AL	0x05E949B5
LOWR_BA	0x507566CB
LOWR_BB	0xC97C3771
LOWR_BC	0xBE7B07E7
LOWR_BD	0x201F9244
LOWR_CA	0x496E578A
LOWR_CB	0xD0670630
LOWR_DA	0x062FC14D
LOWR_DB	0x9F2690F7
LOWR_EA	0x1F34F00C
LOWR_EB	0x863DA1B6
LOWR_EC	0xF13A9120
LOWR_ED	0x6F5E0483
LOWR_EE	0x18593415
LOWR_EF	0x815065AF
LOWR_FA	0x3419A3CF
LOWR_FB	0xAD10F275
LOWR_FC	0xDA17C2E3
LOWR_FD	0x44735740
LOWR_FE	0x337467D6
LOWR_FF	0xAA7D366C
LOWR_GA	0x2D02928E
LOWR_GB	0xB40BC334
LOWR_HA	0xAA9A8E41
LOWR_HB	0x3393DFFB
LOWR_HC	0x4494EF6D
LOWR_HD	0xDAF07ACE
LOWR_KA	0x81B7DD82
LOWR_KB	0x18BE8C38
LOWR_KC	0x6FB9BCAE
LOWR_KD	0xF1DD290D
LOWR_KE	0x86DA199B
LOWR_KF	0x1FD34821
LOWR_KG	0x68D478B7
LOW_03	0xBDA852A0
LOW_04	0x23CCC703
LOW_05	0x54CBF795
LOW_06	0xCDC2A62F
LOW_07	0xBAC596B9
LOW_08	0x2A7A8B28
LOW_15	0x4DD0C6D4
LOW_23	0x8F9E3022
LOW_24	0x11FAA581
LOW_25	0x66FD9517
LOW_26	0xFFF4C4AD
LOW_27	0x88F3F43B
LOW_28	0x184CE9AA
LOW_29	0x6F4BD93C
LOW_30	0x0F8C50D9
LOW_31	0x788B604F
LOW_32	0xE18231F5
LOW_33	0x96850163
LOW_34	0x08E194C0
LOW_35	0x7FE6A456
LOW_36	0xE6EFF5EC
LOW_37	0x91E8C57A
LOW_38	0x0157D8EB
LRDW1	0x166D9436
LRDW2	0x8F64C58C
LRDW3	0xF863F51A
LRDW4	0x660760B9
LRDW5	0x1100502F
LSINL	0x13BDC499
LST	0x84AEC933
LUCK100	0x320BD295
LVA	0x9404D99D
M4	0xDA4528FD
MACX_AF	0x839C1B49
MACX_AG	0xF49B2BDF
MACX_AI	0x132306D8
MADDOGS	0x0CD2CF63
MAF1_0	0x1844CF66
MAF1_1	0x6F43FFF0
MAF1_10	0x9B0B814F
MAF1_19	0xE2D739EB
MAF1_2	0xF64AAE4A
MAF1_3	0x814D9EDC
MAF1_4	0x1F290B7F
MAF1_5	0x682E3BE9
MAF1_6	0xF1276A53
MAF1_7	0x86205AC5
MAF1_8	0x169F4754
MAF1_9	0x619877C2
MAFCAS	0x4FCB7C65
MAFCAS2	0xF5400F2B
MAG_1	0xA33E71A6
MAJESTC	0x623A1D85
MAKO	0x33738D3B
MAN1_01	0xC567CB59
MAN1_02	0x5C6E9AE3
MAN1_03	0x2B69AA75
MAN1_04	0xB50D3FD6
MAN1_05	0xC20A0F40
MAN1_06	0x5B035EFA
MAN1_07	0x2C046E6C
MAN1_08	0xBCBB73FD
MAN1_09	0xCBBC436B
MAN1_10	0xAB7BCA8E
MAN1_11	0xDC7CFA18
MAN1_12	0x4575ABA2
MAN1_13	0x32729B34
MAN1_14	0xAC160E97
MAN1_20	0x8056994D
MAN1_21	0xF751A9DB
MAN1_22	0x6E58F861
MAN1_23	0x195FC8F7
MAN1_24	0x873B5D54
MAN1_30	0x994DA80C
MAN1_AA	0xA346F2D2
MAN1_AB	0x3A4FA368
MAN1_AC	0x4D4893FE
MAN1_AD	0xD32C065D
MAN1_BA	0x886BA111
MAN1_BB	0x1162F0AB
MAN1_BC	0x6665C03D
MAN1_BD	0xF801559E
MAN1_CA	0x91709050
MAN1_CB	0x0879C1EA
MAN1_CC	0x7F7EF17C
MAN1_DA	0xDE310697
MAN1_DB	0x4738572D
MAN1_DC	0x303F67BB
MAN1_DD	0xAE5BF218
MAN1_DE	0xD95CC28E
MAN1_DF	0x40559334
MAN1_DG	0x3752A3A2
MAN1_DH	0xA7EDBE33
MAN1_DJ	0x49E3DF1F
MAN1_EA	0xC72A37D6
MAN1_EB	0x5E23666C
MAN1_FA	0xEC076415
MAN1_FB	0x750E35AF
MAN1_FC	0x02090539
MAN1_FD	0x9C6D909A
MAN1_FE	0xEB6AA00C
MAN1_FF	0x7263F1B6
MAN1_FG	0x0564C120
MAN1_FH	0x95DBDCB1
MAN1_FJ	0x7BD5BD9D
MAN1_FK	0x0CD28D0B
MAN1_FL	0x92B618A8
MAN1_FM	0xE5B1283E
MAN1_FN	0x7CB87984
MAN1_FO	0x0BBF4912
MAN2_00	0xA0D55421
MAN2_01	0xD7D264B7
MAN2_02	0x4EDB350D
MAN2_03	0x39DC059B
MAN2_04	0xA7B89038
MAN2_05	0xD0BFA0AE
MAN2_07	0x3EB1C182
MAN2_08	0xAE0EDC13
MAN2_09	0xD909EC85
MAN2_10	0xB9CE6560
MAN2_11	0xCEC955F6
MAN2_20	0x92E336A3
MAN2_21	0xE5E40635
MAN2_22	0x7CED578F
MAN2_23	0x0BEA6719
MAN2_24	0x958EF2BA
MAN2_25	0xE289C22C
MAN2_26	0x7B809396
MAN2_27	0x0C87A300
MAN2_28	0x9C38BE91
MAN2_29	0xEB3F8E07
MAN2_30	0x8BF807E2
MAN2_31	0xFCFF3774
MAN2_32	0x65F666CE
MAN2_33	0x12F15658
MAN2_34	0x8C95C3FB
MAN2_35	0xFB92F36D
MAN2_36	0x629BA2D7
MAN2_37	0x159C9241
MAN2_38	0x85238FD0
MAN2_39	0xF224BF46
MAN2_40	0xC4B99125
MAN2_41	0xB3BEA1B3
MAN2_42	0x2AB7F009
MAN2_43	0x5DB0C09F
MAN2_44	0xC3D4553C
MAN2_45	0xB4D365AA
MAN2_46	0x2DDA3410
MAN2_47	0x5ADD0486
MAN2_48	0xCA621917
MAN2_49	0xBD652981
MAN2_70	0xEF94C2E6
MAN2_71	0x9893F270
MAN2_72	0x019AA3CA
MAN2_73	0x769D935C
MAN2_80	0x680CDE29
MAN2_81	0x1F0BEEBF
MAN2_82	0x8602BF05
MAN2_83	0xF1058F93
MAN2_84	0x6F611A30
MAN2_98	0x7FCC675A
MAN2_99	0x08CB57CC
MAN2_AA	0xB1F35D3C
MAN2_AB	0x28FA0C86
MAN2_AC	0x5FFD3C10
MAN2_AD	0xC199A9B3
MAN2_AE	0xB69E9925
MAN2_BA	0x9ADE0EFF
MAN2_BB	0x03D75F45
MAN2_BC	0x74D06FD3
MAN2_BD	0xEAB4FA70
MAN2_BE	0x9DB3CAE6
MAN2_BF	0x04BA9B5C
MAN2_BG	0x73BDABCA
MAN2_BH	0xE302B65B
MAN2_BJ	0x0D0CD777
MAN2_BK	0x7A0BE7E1
MAN2_BL	0xE46F7242
MAN2_BM	0x936842D4
MAN2_BN	0x0A61136E
MAN2_CA	0x83C53FBE
MAN2_DA	0xCC84A979
MAN2_DB	0x558DF8C3
MAN2_DC	0x228AC855
MAN2_DD	0xBCEE5DF6
MAN2_EA	0xD59F9838
MAN2_EB	0x4C96C982
MAN2_EC	0x3B91F914
MAN2_ED	0xA5F56CB7
MAN2_EE	0xD2F25C21
MAN2_EF	0x4BFB0D9B
MAN2_EG	0x3CFC3D0D
MAN2_EH	0xAC43209C
MAN2_EJ	0x424D41B0
MAN2_FA	0xFEB2CBFB
MAN2_FB	0x67BB9A41
MAN2_FC	0x10BCAAD7
MAN2_FD	0x8ED83F74
MAN2_FE	0xF9DF0FE2
MAN2_FF	0x60D65E58
MAN2_FG	0x17D16ECE
MAN2_FH	0x876E735F
MAN2_FJ	0x69601273
MAN2_FK	0x1E6722E5
MAN2_FL	0x8003B746
MAN2_GA	0xE7A9FABA
MAN2_GB	0x7EA0AB00
MAN2_GC	0x09A79B96
MAN2_GD	0x97C30E35
MAN2_GE	0xE0C43EA3
MAN2_GF	0x79CD6F19
MAN2_GG	0x0ECA5F8F
MAN2_GH	0x9E75421E
MAN2_HA	0x6031E675
MAN2_HB	0xF938B7CF
MAN2_HC	0x8E3F8759
MAN2_HD	0x105B12FA
MAN2_HE	0x675C226C
MAN2_HF	0xFE5573D6
MAN2_JA	0x520784F7
MAN2_JB	0xCB0ED54D
MAN2_JC	0xBC09E5DB
MAN2_JD	0x226D7078
MAN2_JE	0x556A40EE
MAN2_JF	0xCC631154
MAN2_KA	0x4B1CB5B6
MAN2_KB	0xD215E40C
MAN2_KC	0xA512D49A
MAN2_KD	0x3B764139
MAN2_KE	0x4C7171AF
MAN2_KF	0xD5782015
MAN2_ZZ	0x92A05F4A
MAN3_01	0x6F6E03D2
MAN3_02	0xF6675268
MAN3_03	0x816062FE
MAN3_05	0x6803C7CB
MAN3_08	0x16B2BB76
MAN3_11	0x76753293
MAN3_18	0x0FA98A37
MAN3_19	0x78AEBAA1
MAN3_20	0x2A5F51C6
MAN3_21	0x5D586150
MAN3_22	0xC45130EA
MAN3_27	0xB43BC465
MAN3_28	0x2484D9F4
MAN3_29	0x5383E962
MAN3_30	0x33446087
MAN3_31	0x44435011
MAN3_32	0xDD4A01AB
MAN3_33	0xAA4D313D
MAN3_34	0x3429A49E
MAN3_69	0x37EF2C66
MAN3_AA	0x094F3A59
MAN3_AB	0x90466BE3
MAN3_AC	0xE7415B75
MAN3_AD	0x7925CED6
MAN3_BA	0x2262699A
MAN3_BB	0xBB6B3820
MAN3_BC	0xCC6C08B6
MAN3_BD	0x52089D15
MAN3_BE	0x250FAD83
MAN3_CA	0x3B7958DB
MAN3_CB	0xA2700961
MAN3_CC	0xD57739F7
MAN3_CD	0x4B13AC54
MAN3_CE	0x3C149CC2
MAN3_CF	0xA51DCD78
MAN3_CG	0xD21AFDEE
MAN3_CH	0x42A5E07F
MAN3_CI	0x35A2D0E9
MAN3_CJ	0xACAB8153
MAN3_CK	0xDBACB1C5
MAN5_AA	0x2C246585
MAN5_AB	0xB52D343F
MAN5_AC	0xC22A04A9
MAN5_BA	0x07093646
MAN5_BB	0x9E0067FC
MAN5_BC	0xE907576A
MAN5_BD	0x7763C2C9
MAN5_BE	0x0064F25F
MAN5_BF	0x996DA3E5
MAN5_BG	0xEE6A9373
MAN5_BH	0x7ED58EE2
MAN5_BJ	0x90DBEFCE
MAN5_BK	0xE7DCDF58
MAN5_BL	0x79B84AFB
MAN5_BM	0x0EBF7A6D
MAN5_BN	0x97B62BD7
MAN5_BO	0xE0B11B41
MAN5_CA	0x1E120707
MAN5_CB	0x871B56BD
MAN5_DA	0x515391C0
MAN5_DB	0xC85AC07A
MAN5_DC	0xBF5DF0EC
MAN5_DD	0x2139654F
MAN5_EA	0x4848A081
MAN5_EB	0xD141F13B
MAN5_F0	0x4467B2E8
MAN5_F1	0x3360827E
MAN5_F2	0xAA69D3C4
MAN5_F3	0xDD6EE352
MAN5_FA	0x6365F342
MAN5_FB	0xFA6CA2F8
MAN5_FC	0x8D6B926E
MAN5_FD	0x130F07CD
MAN5_FE	0x6408375B
MAN5_FF	0xFD0166E1
MAN5_FG	0x8A065677
MAN5_FH	0x1AB94BE6
MAN5_FJ	0xF4B72ACA
MAN5_G0	0x5D7C83A9
MAN5_G1	0x2A7BB33F
MAN5_G2	0xB372E285
MAN5_G3	0xC475D213
MAN5_G4	0x5A1147B0
MAN5_G5	0x2D167726
MANANA	0xFDDAED63
MANCBLK	0x23F53DB5
MANCPLD	0xACE8573A
MAN_1	0xACEF4A29
MAN_2	0x35E61B93
MAN_3	0x42E12B05
MAN_5	0xAB828E30
MAP_LEG	0x34002619
MAP_YAH	0xDA3E9F17
MAR	0x14FB76E2
MARKS	0x34C1C71C
MARKST	0x78330865
MARQUIS	0x0B8701C4
MART	0x2216EDCF
MAVERIC	0x3984612D
MBARB1A	0xB5D00695
MBARB1B	0x2CD9572F
MBARB1C	0x5BDE67B9
MBARB1D	0xC5BAF21A
MBARB1E	0xB2BDC28C
MBARB1F	0x2BB49336
MBARB1G	0x5CB3A3A0
MBARB1H	0xCC0CBE31
MBARB1J	0x2202DF1D
MBARB1K	0x5505EF8B
MBARB1L	0xCB617A28
MBARB1M	0xBC664ABE
MBARB1N	0x256F1B04
MBARB1O	0x52682B92
MBARB1P	0xDF602667
MBARB1Q	0xA86716F1
MBARB1R	0x316E474B
MBARB2A	0x9EFD5556
MBARB2D	0xEE97A1D9
MBARB3A	0x87E66417
MBARB3B	0x1EEF35AD
MBARB4A	0xC8A7F2D0
MBARB4D	0xB8CD065F
MBARB5A	0xD1BCC391
MBARB5D	0xA1D6371E
MBARB6A	0xFA919052
MBARB6B	0x6398C1E8
MBARB7D	0x93E0559C
MBARB8D	0x14784953
MBARB9D	0x0D637812
MCAT01A	0x0C9236D2
MCAT01B	0x959B6768
MCAT01C	0xE29C57FE
MCAT01D	0x7CF8C25D
MCAT01E	0x0BFFF2CB
MCAT01F	0x92F6A371
MCAT01G	0xE5F193E7
MCAT01H	0x754E8E76
MCAT02A	0x27BF6511
MCAT02B	0xBEB634AB
MCAT02C	0xC9B1043D
MCAT02D	0x57D5919E
MCAT02E	0x20D2A108
MCAT02F	0xB9DBF0B2
MCAT02G	0xCEDCC024
MCAT02H	0x5E63DDB5
MCAT03A	0x3EA45450
MCAT03B	0xA7AD05EA
MCAT04A	0x71E5C297
MCAT04B	0xE8EC932D
MCAT04C	0x9FEBA3BB
MCAT04D	0x018F3618
MCAT04E	0x7688068E
MCAT04F	0xEF815734
MCAT05A	0x68FEF3D6
MCAT05B	0xF1F7A26C
MCAT05C	0x86F092FA
MCAT05D	0x18940759
MCAT05E	0x6F9337CF
MCAT05F	0xF69A6675
MCAT05G	0x819D56E3
MCAT06A	0x43D3A015
MCAT06B	0xDADAF1AF
MCAT06C	0xADDDC139
MCAT06D	0x33B9549A
MCAT06E	0x44BE640C
MCAT06F	0xDDB735B6
MCAT06G	0xAAB00520
MCAT06H	0x3A0F18B1
MCAT06J	0xD401799D
MCAT06K	0xA306490B
MCAT07A	0x5AC89154
MCAT07B	0xC3C1C0EE
MCAT07C	0xB4C6F078
MCAT07D	0x2AA265DB
MCAT07E	0x5DA5554D
MCAT07F	0xC4AC04F7
MCAT07G	0xB3AB3461
MCDNCK	0xB6808E09
MCDNSP	0x762755B4
MCES01A	0x64C5A8AB
MCES01B	0xFDCCF911
MCES01C	0x8ACBC987
MCES01D	0x14AF5C24
MCES01E	0x63A86CB2
MCES01F	0xFAA13D08
MCES01G	0x8DA60D9E
MCES01H	0x1D19100F
MCES01J	0xF3177123
MCES01K	0x841041B5
MCES01L	0x1A74D416
MCES01M	0x6D73E480
MCES01N	0xF47AB53A
MCES01O	0x837D85AC
MCES01P	0x0E758859
MCES02A	0x4FE8FB68
MCES02B	0xD6E1AAD2
MCES02C	0xA1E69A44
MCES02D	0x3F820FE7
MCES02E	0x48853F71
MCES02F	0xD18C6ECB
MCES02G	0xA68B5E5D
MCES02H	0x363443CC
MCES02J	0xD83A22E0
MCES02K	0xAF3D1276
MCES02L	0x315987D5
MCES02M	0x465EB743
MCES02N	0xDF57E6F9
MCES02O	0xA850D66F
MCES03A	0x56F3CA29
MCES03B	0xCFFA9B93
MCES03C	0xB8FDAB05
MCES03D	0x26993EA6
MCES03E	0x519E0E30
MCES03F	0xC8975F8A
MCES03G	0xBF906F1C
MCES03H	0x2F2F728D
MCES03J	0xC12113A1
MCES03K	0xB6262337
MCES03L	0x2842B694
MCES03M	0x5F458602
MCES03N	0xC64CD7B8
MCES04A	0x19B25CEE
MCES04B	0x80BB0D54
MCES04C	0xF7BC3DC2
MCES04D	0x69D8A861
MCES04E	0x1EDF98F7
MCES04F	0x87D6C94D
MCES04G	0xF0D1F9DB
MCES04H	0x606EE44A
MCES04J	0x8E608566
MCES04K	0xF967B5F0
MCES04L	0x67032053
MCES04M	0x100410C5
MCES04N	0x890D417F
MCES04O	0xFE0A71E9
MCES04P	0x73027C1C
MCES04Q	0x04054C8A
